raw_substance,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
pharmaceutical microcrystalline cellulose,ent_010045,0.85,token_idf,"Direct match to microcrystalline cellulose, though it's an excipient not an active substance.",model,2026-08-18T09:19:08Z,claude-sonnet-5,substance-assign-v2
phdrine chlorhydrate,ent_005624,0.85,mint,"'phdrine chlorhydrate' is likely 'éphédrine chlorhydrate' with accented characters deleted, i.e. ephedrine hydrochloride.",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pheburane,ent_014484,1,registry,exact registry match: 'pheburane',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
phenYlephrine chlorhydrate,ent_012283,1,registry,exact registry match: 'phenylephrine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
phenprocoumon,ent_012271,1,registry,exact registry match: 'phenprocoumon',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
phenserine tartrate,ent_020148,0.95,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
phenylephrine hydrochloride,ent_012283,1,registry,exact registry match: 'phenylephrine hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
phloroglucinol,ent_012297,1,registry,exact registry match: 'phloroglucinol',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
phosphate sandoz,ent_021287,0.3,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
physiological NaCl 0.9 %,ent_014448,0.97,token_idf,Physiological NaCl 0.9% is sodium chloride solution.,model,2026-08-18T09:19:07Z,claude-sonnet-5,substance-assign-v2
physostigmine salicylate 1 eye cream,ent_012310,1,registry,exact registry match: 'physostigmine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
phytomenadione,ent_012315,1,registry,exact registry match: 'phytomenadione',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pimecrolimus,ent_012379,1,registry,exact registry match: 'pimecrolimus',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pimekrolimuusi,ent_012379,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pinatuzumab vedotin,ent_012401,1,registry,exact registry match: 'pinatuzumab vedotin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pioglitasoni,ent_012412,0.9,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pioglitazon,ent_012412,0.98,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
pioglitazona,ent_012412,1,registry,exact registry match: 'pioglitazona',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pioglitazone,ent_012412,1,registry,exact registry match: 'pioglitazone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pioglitazone hydrochloride,ent_012412,1,registry,exact registry match: 'pioglitazone hydrochloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pioglitzone HCL,ent_012412,0.97,token_idf,pioglitzone HCL is a misspelling of pioglitazone hydrochloride,model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
piperacillin,ent_012428,1,registry,exact registry match: 'piperacillin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
"piperacillin sodium , tazobactam sodium",ent_012428,1,registry,exact registry match: 'piperacillin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
piperacilline,ent_012428,1,registry,exact registry match: 'piperacilline',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
piracetam sustained release tablets (30.0,ent_012463,1,registry,exact registry match: 'piracetam',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pirenzepine dihydrochloride monohydrate,ent_012476,1,registry,exact registry match: 'pirenzepine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
piribedil,ent_012482,1,registry,exact registry match: 'piribedil',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
piroxicam 14 mg,ent_012511,1,registry,exact registry match: 'piroxicam',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pitavastatina cinfa 2 mg comprimidos recubiertos con película EFG,ent_012522,1,registry,exact registry match: 'pitavastatina',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pitolisant,ent_012528,1,registry,exact registry match: 'pitolisant',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pixantrone,ent_012542,1,registry,exact registry match: 'pixantrone',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
placebo,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo Entresto 49 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo Entresto 97 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo PH20 SC PFS,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo capsule,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo capsule G040,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo capsule G065,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo d'amantadine,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo equal to test product except active substance,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo for NGM120,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
"placebo for abatacept injection, 125 mg",ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo for amg 569,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo for injection in pre-filled pen,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo for mRNA-4157,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo for teprotumumab administered SC,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo for the PF-06651600 50mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo gel,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo ketamine inj prep,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo matching IVIg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of BAY 3427080,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of Cortancyl 20 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of aspirin 300 mg protect,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of bezafibrate,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of itacitinib 100mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of metformine,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo of prednisone,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
"placebo plaquenil 
pharmaceutical form: tablets
active substance: not applicable",ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
"placebo tablets are dispensed by unblinded staff to ensure blinding of the investigator. Labeling will be in accordance with EU CTR Annex VI, local regulations, and study requirements.",ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
"placebo tablets are formulated to match the physical characteristics of the active tablets. the placebo drug product is a tablet formulation compressed from a direct powder blend containing microcrystalline cellulose, lactose monohydrate, and magnesium stearate.",ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to GB1211 capsules,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to QGE031 120 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to Repatha,ent_017273,1,placebo,placebo rule,registry,2026-08-21T05:56:30Z,rule,substance-registry-v1
placebo to match Dexa 8 mg inject JENAPHARM® name of manufacturer: mibe,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match JNJ-56021927,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match LY,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match SCD-044 tablets,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match baricitinib 4mg and 2mg in appearance,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match bleximenib 100 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match pacritinib oral capsules,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match venetoclax 10 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match venetoclax 100 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to match venetoclax 50 mg,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo to test,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo will be identical in appearance to the investigational medicinal product,ent_017273,1,placebo,placebo rule,registry,2026-08-18T07:01:59Z,rule,substance-registry-v1
placebo_HLX22,ent_017273,0.6,token_idf,"String indicates a placebo arm for study drug HLX22, matching Placebo entry.",model,2026-08-18T09:19:15Z,claude-sonnet-5,substance-assign-v2
placebo_pembrolizumab,ent_011956,0.5,token_idf,"String references pembrolizumab as the active comparator/study drug, though it also mentions placebo; pembrolizumab is the actual substance.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
plaquetas,ent_012560,0.7,mint,,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
plasma rich in growth factors,ent_020171,0.85,mint,PRGF autologous plasma preparation,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
platelet rich plasma,ent_020181,0.92,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
"platelet rich plasma, allogenic",ent_020181,0.7,mint,allogenic PRP,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
platelet-poor plasma,ent_020179,0.7,mint,distinct blood product,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
plavix,ent_003659,0.9,exact,Plavix is the brand name for clopidogrel; canonical INN base is Clopidogrel.,model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
plerixafor,ent_012572,1,registry,exact registry match: 'plerixafor',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
plitidepsin,ent_012578,1,registry,exact registry match: 'plitidepsin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
plozalizumab,ent_012587,1,registry,exact registry match: 'plozalizumab',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
plrixafor,ent_012572,0.9,mint,Misspelling of plerixafor,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"pneumococcal polysaccharide serotype 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V, 10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F and 33F",ent_017340,0.92,mint,Unconjugated 23-valent pneumococcal polysaccharide antigen lists,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
"pneumococcal polysaccharide serotype 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F and 23F",ent_012600,0.95,token_idf,"Exact match of the 13-valent serotype list (1,3,4,5,6A,6B,7F,9V,14,18C,19A,19F,23F) to candidate 1.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
pneumococcal polysaccharide vaccine,ent_020239,0.9,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
pneumococcico,ent_020243,0.3,ngram,"Generic 'pneumococcico' likely refers to a pneumococcal vaccine, but exact type unclear; best general match is generic pneumococcal vaccine.'",model,2026-08-21T06:37:32Z,claude-sonnet-5,substance-assign-v2
podophyllotoxin,ent_012610,1,registry,exact registry match: 'podophyllotoxin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
polatuzumab vedotin,ent_012615,1,registry,exact registry match: 'polatuzumab vedotin',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
polio virus Type 1,ent_020248,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
polio virus Type 2,ent_020253,0.8,mint,,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
polio virus Type 3,ent_012629,0.3,token_idf,Standalone 'polio virus Type 3' as a single substance best matches simple poliovirus vaccine entries rather than combination vaccines; best guess is inactivated poliovirus vaccine.,model,2026-08-18T09:19:02Z,claude-sonnet-5,substance-assign-v2
"poliomyelitis vaccine type 2, live attenuated",ent_012630,0.6,exact,"Poliomyelitis vaccine type 2 live attenuated matches the general oral poliovirus vaccine live entry, the closest available substance.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
poly0-2-hydroksietyylitrkkelys,ent_007431,0.85,mint,Both are variant spellings (Finnish translation) of poly(O-2-hydroxyethyl)starch,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
polyacrylic acid,ent_020261,0.7,mint,"Polymer excipient, single member",model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
polyethylene glycol-epoetin beta,ent_009887,0.85,token_idf,"Polyethylene glycol-epoetin beta is the pegylated form of epoetin beta, matching methoxy polyethylene glycol-epoetin beta (INN for this pegylated erythropoietin, brand Mircera).3",model,2026-08-18T09:19:10Z,claude-sonnet-5,substance-assign-v2
polyoside pneumococcique srotype 6B conjugu  la protine CRM197 et adsorb sur phpsphate daluminium,ent_020229,0.85,mint,Vaccine antigen component,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
"polyosides de Streptococcus pneumoniae srotypes 1, 2, 3, 4, 5, 6B, 7F, 8, 9N, 9V,  10A, 11A, 12F, 14, 15B, 17F, 18C, 19A, 19F, 20, 22F, 23F, 33F",ent_017340,0.92,mint,Unconjugated 23-valent pneumococcal polysaccharide antigen lists,model,2026-08-21T07:05:46Z,claude-opus-5,substance-mint-v3
"polyosides pneumococciques polyosides pneumococciques conjugus  la protine CRM197 srotypes 1, 3, 4, 5, 6A, 7F, 9V, 14, 18C, 19A, 19F, 23F",ent_012600,0.85,token_idf,"Matches PCV13-like serotype set (1,3,4,5,6A,7F,9V,14,18C,19A,19F,23F) exactly matching candidate 1's serotype list.",model,2026-08-18T22:22:04Z,claude-sonnet-5,substance-assign-v2
pomalidomide,ent_012662,1,registry,exact registry match: 'pomalidomide',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
ponatinib,ent_012667,1,registry,exact registry match: 'ponatinib',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pooled human plasma,ent_019056,0.7,mint,Coagulable and pooled human plasma refer to the same blood product substance.,model,2026-08-21T07:05:46Z,claude-sonnet-5,substance-mint-v3
poractant alfa,ent_012674,1,registry,exact registry match: 'poractant alfa',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
posaconazole,ent_012687,1,registry,exact registry match: 'posaconazole',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
potassium bicarbonate,ent_012699,1,registry,exact registry match: 'potassium bicarbonate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
potassium chloride,ent_012701,1,registry,exact registry match: 'potassium chloride',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
potassium citrate,ent_012702,1,registry,exact registry match: 'potassium citrate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
potassium citrate anhydrous,ent_012702,1,registry,exact registry match: 'potassium citrate anhydrous',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
potassium citrate monohydrate,ent_012702,1,registry,exact registry match: 'potassium citrate monohydrate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
potassium hydrogen carbonate,ent_012697,1,registry,exact registry match: 'potassium',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
povidone-iodine,ent_012725,1,registry,exact registry match: 'povidone-iodine',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pralatrexate,ent_012754,1,registry,exact registry match: 'pralatrexate',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pramipexole,ent_012766,1,registry,exact registry match: 'pramipexole',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
pramipexole 1 A Farma,ent_012766,1,registry,exact registry match: 'pramipexole',registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1
